time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,roll,pitch,yaw,roll_dot,pitch_dot,yaw_dot,roll_ddot,pitch_ddot,yaw_ddot,quat_w,quat_x,quat_y,quat_z,quat_dot_w,quat_dot_x,quat_dot_y,quat_dot_z
5.32,2.4045569288841,0,-3.83055684042511,0.405280363115206,0,-0.34201129909773,-0.574671595733359,0,0.36529596762285,0,0,0,0,0,1.73650093694696e-16,0,0,4.9245798970236e-16,0,0,0,0,0,0,0,0
5.33,2.40858102538056,0,-3.83395871435709,0.399541640906154,0,-0.338366062162019,-0.573048737150188,0,0.363751052068574,0,0,0,0,0,1.75646848752681e-16,0,0,5.03848383031374e-16,0,0,0,0,0,0,0,0
5.34,2.41254781821412,0,-3.83732421320154,0.393819872693283,0,-0.334736285125962,-0.571280582360305,0,0.362204015594812,0,0,0,0,0,1.77648967234181e-16,0,0,5.15400123224814e-16,0,0,0,0,0,0,0,0
5.35,2.41645748421093,0,-3.84065349166071,0.388116517856824,0,-0.331121988363568,-0.569365848328883,0,0.360655025050851,0,0,0,0,0,1.79655343593752e-16,0,0,5.27107775144001e-16,0,0,0,0,0,0,0,0
5.36,2.42031021485506,0,-3.84394670463228,0.382433048589248,0,-0.3275231905859,-0.567303255659687,0,0.359104246185548,0,0,0,0,0,1.81664769494255e-16,0,0,5.38965006047099e-16,0,0,0,0,0,0,0,0
5.37,2.42410621641642,0,-3.84720400719275,0.376770949858355,0,-0.323939908851803,-0.5650915287013,0,0.357551843703552,0,0,0,0,0,1.836759262118e-16,0,0,5.50964504920956e-16,0,0,0,0,0,0,0,0
5.38,2.42784571007829,0,-3.85042555458103,0.371131719369293,0,-0.320372158578059,-0.562729395653349,0,0.355997981321541,0,0,0,0,0,1.85687376531476e-16,0,0,5.63097896097849e-16,0,0,0,0,0,0,0,0
5.39,2.43152893206455,0,-3.85361150218198,0.365516867525515,0,-0.316819953548991,-0.560215588672728,0,0.354442821824447,0,0,0,0,0,1.87697556105975e-16,0,0,5.75355646912799e-16,0,0,0,0,0,0,0,0
5.4,2.43515613376642,0,-3.85676200551021,0.359927917388676,0,-0.313283305925498,-0.557548843979828,0,0.352886527121684,0,0,0,0,0,1.89704764248911e-16,0,0,5.87726969176599e-16,0,0,0,0,0,0,0,0
5.41,2.43872758186888,0,-3.85987722019384,0.354366404637468,0,-0.309762226253525,-0.554727901964758,0,0.351329258303381,0,0,0,0,0,1.91707154134396e-16,0,0,6.00199714266954e-16,0,0,0,0,0,0,0,0
5.42,2.44224355847658,0,-3.86295730195842,0.348833877525388,0,-0.30625672347198,-0.551751507293576,0,0.349771175696611,0,0,0,0,0,1.93702722374672e-16,0,0,6.12760261676797e-16,0,0,0,0,0,0,0,0
5.43,2.44570436123941,0,-3.86600240661089,0.343331896837454,0,-0.302766804920081,-0.548618409014512,0,0.348212438921616,0,0,0,0,0,1.95689297948049e-16,0,0,6.25393400906488e-16,0,0,0,0,0,0,0,0
5.44,2.4491103034776,0,-3.86901269002359,0.337862035845846,0,-0.299292476344143,-0.545327360664191,0,0.346653206948041,0,0,0,0,0,1.97664530450407e-16,0,0,6.3808220664738e-16,0,0,0,0,0,0,0,0
5.45,2.45246171430632,0,-3.8719883081184,0.332425880264493,0,-0.295833741903805,-0.541877120373865,0,0.345093638151163,0,0,0,0,0,1.99625877644978e-16,0,0,6.5080790728026e-16,0,0,0,0,0,0,0,0
5.46,2.45575893875991,0,-3.87492941685089,0.327025028202596,0,-0.292390604177687,-0.538266450975633,0,0.343533890368116,0,0,0,0,0,2.0157059228731e-16,0,0,6.6354974680611e-16,0,0,0,0,0,0,0,0
5.47,2.45900233791559,0,-3.87783617219452,0.321661090117089,0,-0.288963064168498,-0.534494120108671,0,0.341974120954126,0,0,0,0,0,2.03495708205147e-16,0,0,6.76284840441275e-16,0,0,0,0,0,0,0,0
5.48,2.46219228901667,0,-3.88070873012492,0.316335688764035,0,-0.285551121307568,-0.530558900325455,0,0.340414486838736,0,0,0,0,0,2.05398025616824e-16,0,0,6.88988024247687e-16,0,0,0,0,0,0,0,0
5.49,2.46532918559531,0,-3.88354724660422,0.311050459148963,0,-0.282154773458826,-0.526459569197986,0,0.338855144582038,0,0,0,0,0,2.07274095676562e-16,0,0,7.01631699334842e-16,0,0,0,0,0,0,0,0
5.5,2.46841343759477,0,-3.88635187756531,0.305807048476145,0,-0.278774016922214,-0.52219490942402,0,0.3372962504309,0,0,0,0,0,2.09120204241157e-16,0,0,7.14185671367625e-16,0,0,0,0,0,0,0,0
5.51,2.47144547149113,0,-3.88912277889634,0.300607116096798,0,-0.275408846436535,-0.51776370893329,0,0.335737960375198,0,0,0,0,0,2.10932354860035e-16,0,0,7.26616986347036e-16,0,0,0,0,0,0,0,0
5.52,2.4744257304145,0,-3.89186010642499,0.295452333456246,0,-0.272059255181745,-0.513164760993734,0,0.334180430204044,0,0,0,0,0,2.12706250999794e-16,0,0,7.38889763903977e-16,0,0,0,0,0,0,0,0
5.53,2.47735467426968,0,-3.89456401590299,0.290344384039996,0,-0.26872523478068,-0.508396864317717,0,0.332623815562015,0,0,0,0,0,2.14437277525395e-16,0,0,7.50965029664365e-16,0,0,0,0,0,0,0,0
5.54,2.48023277985629,0,-3.89723466299051,0.285284963318766,0,-0.265406775300217,-0.503458823168261,0,0.331068272005381,0,0,0,0,0,2.16120481473321e-16,0,0,7.62800548611734e-16,0,0,0,0,0,0,0,0
5.55,2.48306054098838,0,-3.89987220324061,0.280275778692449,0,-0.262103865251876,-0.49834944746527,0,0.329513955058339,0,0,0,0,0,2.17750552167724e-16,0,0,7.74350661796708e-16,0,0,0,0,0,0,0,0
5.56,2.48583846861338,0,-3.90247679208368,0.275318549433014,0,-0.258816491591866,-0.493067552891755,0,0.327961020269236,0,0,0,0,0,2.19321800748925e-16,0,0,7.85566129225859e-16,0,0,0,0,0,0,0,0
5.57,2.48856709093058,0,-3.90504858481191,0.270415006626339,0,-0.255544639720552,-0.487611961000057,0,0.326409623266805,0,0,0,0,0,2.20828139205245e-16,0,0,7.96393982310709e-16,0,0,0,0,0,0,0,0
5.58,2.49124695350892,0,-3.90758773656371,0.26556689311299,0,-0.252288293481378,-0.481981499318078,0,0.324859919816388,0,0,0,0,0,2.22263059024075e-16,0,0,8.06777389874931e-16,0,0,0,0,0,0,0,0
5.59,2.49387861940431,0,-3.9100944023081,0.260775963427933,0,-0.249047435159217,-0.476175001455504,0,0.32331206587617,0,0,0,0,0,2.23619609607012e-16,0,0,8.16655542407956e-16,0,0,0,0,0,0,0,0
5.6,2.49646266927618,0,-3.9125687368292,0.256043983739188,0,-0.245822045478163,-0.470191307210029,0,0.321766217653406,0,0,0,0,0,2.24890376626936e-16,0,0,8.25963560017761e-16,0,0,0,0,0,0,0,0
5.61,2.49899970150359,0,-3.91501089471051,0.251372731785414,0,-0.242612103598756,-0.464029262673585,0,0.32022253166065,0,0,0,0,0,2.26067460542626e-16,0,0,8.34632430375424e-16,0,0,0,0,0,0,0,0
5.62,2.50149033230056,0,-3.91742103031933,0.246763996812435,0,-0.23941758711465,-0.457687720338564,0,0.318681164771986,0,0,0,0,0,2.27142455529163e-16,0,0,8.42588983856235e-16,0,0,0,0,0,0,0,0
5.63,2.50393519583081,0,-3.91979929779104,0.242219579508709,0,-0.236238472048716,-0.451165539204045,0,0.317142274279258,0,0,0,0,0,2.28106429130333e-16,0,0,8.49755914061407e-16,0,0,0,0,0,0,0,0
5.64,2.50633494432192,0,-3.92214585101337,0.237741291939726,0,-0.233074732848584,-0.444461584882022,0,0.315606017948296,0,0,0,0,0,2.28949902992757e-16,0,0,8.56051852940589e-16,0,0,0,0,0,0,0,0
5.65,2.50869024817872,0,-3.92446084361063,0.233330957481348,0,-0.229926342381623,-0.437574729703626,0,0.314072554075147,0,0,0,0,0,2.29662835100718e-16,0,0,8.61391510813119e-16,0,0,0,0,0,0,0,0
5.66,2.51100179609607,0,-3.9267444289279,0.22899041075209,0,-0.226793271929352,-0.430503852825352,0,0.312542041542307,0,0,0,0,0,2.30234603995687e-16,0,0,8.65685892682806e-16,0,0,0,0,0,0,0,0
5.67,2.51327029517094,0,-3.92899676001508,0.224721497544329,0,-0.223675491181302,-0.423247840335287,0,0.311014639874945,0,0,0,0,0,2.30653995535248e-16,0,0,8.6884260332718e-16,0,0,0,0,0,0,0,0
5.68,2.51549647101379,0,-3.93121798961102,0.220526074754464,0,-0.220572968228305,-0.415805585359331,0,0.309490509297136,0,0,0,0,0,2.30909192822147e-16,0,0,8.70766254676829e-16,0,0,0,0,0,0,0,0
5.69,2.5176810678593,0,-3.93340827012742,0.216406010312001,0,-0.217485669555221,-0.40817598816743,0,0.307969810788091,0,0,0,0,0,2.30987770014967e-16,0,0,8.71358989933021e-16,0,0,0,0,0,0,0,0
5.7,2.51982484867628,0,-3.9355677536328,0.212363183107585,0,-0.214413560033108,-0.400357956279794,0,0.306452706138383,0,0,0,0,0,2.30876690816429e-16,0,0,8.70521139637275e-16,0,0,0,0,0,0,0,0
5.71,2.52192859527697,0,-3.93769659183627,0.208399482919964,0,-0.21135660291083,-0.392350404573127,0,0.304939358006178,0,0,0,0,0,2.30562312522234e-16,0,0,8.68152025426627e-16,0,0,0,0,0,0,0,0
5.72,2.52399310842552,0,-3.93979493607126,0.204516810341895,0,-0.208314759806095,-0.384152255386853,0,0.303429929973467,0,0,0,0,0,2.30030396600789e-16,0,0,8.64150927388324e-16,0,0,0,0,0,0,0,0
5.73,2.52601920794576,0,-3.94186293727922,0.200717076704984,0,-0.205287990695938,-0.37576243862934,0,0.301924586602291,0,0,0,0,0,2.29266126859548e-16,0,0,8.58418230656784e-16,0,0,0,0,0,0,0,0
5.74,2.52800773282823,0,-3.9439007459931,0.197002204003466,0,-0.202276253906638,-0.367179891884126,0,0.300423493490971,0,0,0,0,0,2.28254136334056e-16,0,0,8.50856766046831e-16,0,0,0,0,0,0,0,0
5.75,2.52995954133638,0,-3.94590851232083,0.193374124816921,0,-0.199279506103077,-0.358403560516147,0,0.298926817330342,0,0,0,0,0,2.26978544107007e-16,0,0,8.41373357947881e-16,0,0,0,0,0,0,0,0
5.76,2.53187551111208,0,-3.94788638592861,0.189834782231932,0,-0.196297702277531,-0.349432397777958,0,0.297434725959974,0,0,0,0,0,2.25423003322085e-16,0,0,8.29880590258819e-16,0,0,0,0,0,0,0,0
5.77,2.53375653928026,0,-3.94983451602418,0.186386129762674,0,-0.193330795737902,-0.340265364915965,0,0.295947388424411,0,0,0,0,0,2.2357076169543e-16,0,0,8.16298797659462e-16,0,0,0,0,0,0,0,0
5.78,2.53560354255278,0,-3.95175305133988,0.183030131270448,0,-0.190378738095388,-0.330901431276646,0,0.294464975029391,0,0,0,0,0,2.21404735839607e-16,0,0,8.00558284826874e-16,0,0,0,0,0,0,0,0
5.79,2.53741745733155,0,-3.95364214011561,0.179768760882147,0,-0.187441479251588,-0.321339574412779,0,0.292987657398084,0,0,0,0,0,2.18907600693745e-16,0,0,7.82601770157013e-16,0,0,0,0,0,0,0,0
5.8,2.53919923981068,0,-3.9555019300817,0.176604002907659,0,-0.184518967385049,-0.311578780189663,0,0.291515608527315,0,0,0,0,0,2.16061895290687e-16,0,0,7.62387043008744e-16,0,0,0,0,0,0,0,0
5.81,2.540949866078,0,-3.95733256844157,0.173537851756218,0,-0.181611148937249,-0.301618042891356,0,0.290049002843793,0,0,0,0,0,2.12850145979033e-16,0,0,7.39889814350372e-16,0,0,0,0,0,0,0,0
5.82,2.54267033221553,0,-3.95913420185433,0.170572311851678,0,-0.178717968598011,-0.291456365326885,0,0.288588016260349,0,0,0,0,0,2.09255008045539e-16,0,0,7.15106729917968e-16,0,0,0,0,0,0,0,0
5.83,2.54436165439927,0,-3.96090697641717,0.167709397546738,0,-0.175839369290369,-0.281092758936482,0,0.287132826232152,0,0,0,0,0,2.05259426442772e-16,0,0,6.88058502630296e-16,0,0,0,0,0,0,0,0
5.84,2.54602486899803,0,-3.96265103764758,0.164951133036092,0,-0.172975292154855,-0.270526243897807,0,0.28568361181295,0,0,0,0,0,2.00846816009633e-16,0,0,6.58793107192921e-16,0,0,0,0,0,0,0,0
5.85,2.54766103267139,0,-3.96436653046551,0.162299552268532,0,-0.170125676533241,-0.259755849232175,0,0.284240553711295,0,0,0,0,0,1.96001261171478e-16,0,0,6.2738896484369e-16,0,0,0,0,0,0,0,0
5.86,2.54927122246686,0,-3.96605359917525,0.159756698857974,0,-0.167290459951702,-0.248780612910778,0,0.282803834346768,0,0,0,0,0,1.90707734617098e-16,0,0,5.93958030480414e-16,0,0,0,0,0,0,0,0
5.87,2.55085653591599,0,-3.9677123874472,0.15732462599343,0,-0.164469578103429,-0.237599581960915,0,0.281373637906216,0,0,0,0,0,1.84952333870055e-16,0,0,5.58648678587114e-16,0,0,0,0,0,0,0,0
5.88,2.55241809112974,0,-3.96934303829945,0.155005396347915,0,-0.161662964830673,-0.226211812572216,0,0.279950150399977,0,0,0,0,0,1.78722534003966e-16,0,0,5.21648269248535e-16,0,0,0,0,0,0,0,0
5.89,2.55395702689286,0,-3.97094569407918,0.152801081986296,0,-0.15887055210623,-0.214616370202867,0,0.27853355971811,0,0,0,0,0,1.72007454002935e-16,0,0,4.83185262120819e-16,0,0,0,0,0,0,0,0
5.9,2.55547450275727,0,-3.97252049644389,0.15071376427207,0,-0.156092270014364,-0.202812329685839,0,0.277124055686623,0,0,0,0,0,1.64798133453169e-16,0,0,4.43530735695502e-16,0,0,0,0,0,0,0,0
5.91,2.55697169913467,0,-3.97406758634238,0.14874553377309,0,-0.153328046731163,-0.190798775335107,0,0.275721830123705,0,0,0,0,0,1.57087815390693e-16,0,0,4.02999162883558e-16,0,0,0,0,0,0,0,0
5.92,2.55844981738804,0,-3.97558710399559,0.14689849016622,0,-0.150577808504339,-0.178574801051882,0,0.274327076895954,0,0,0,0,0,1.48872230251725e-16,0,0,3.61948293263876e-16,0,0,0,0,0,0,0,0
5.93,2.55991007992228,0,-3.9770791888772,0.145174742140934,0,-0.147841479632463,-0.166139510430838,0,0.272939991974607,0,0,0,0,0,1.40149875013048e-16,0,0,3.20777998682536e-16,0,0,0,0,0,0,0,0
5.94,2.56135373027383,0,-3.97854397969407,0.143576407301849,0,-0.145118982443632,-0.153492016866331,0,0.271560773491766,0,0,0,0,0,1.30922280813752e-16,0,0,2.79927953519481e-16,0,0,0,0,0,0,0,0
5.95,2.56278203319937,0,-3.97998161436636,0.142105612070197,0,-0.142410237273588,-0.140631443658629,0,0.270189621796633,0,0,0,0,0,1.21194261667116e-16,0,0,2.39874044847276e-16,0,0,0,0,0,0,0,0
5.96,2.56419627476343,0,-3.98139223000756,0.140764491584237,0,-0.139715162443257,-0.127556924120135,0,0.268826739511735,0,0,0,0,0,1.10974136356912e-16,0,0,2.01123441448374e-16,0,0,0,0,0,0,0,0
5.97,2.56559776242511,0,-3.9827759629042,0.139555189598597,0,-0.137033674235744,-0.114267601681621,0,0.267472331589155,0,0,0,0,0,1.00273915322063e-16,0,0,1.64208294195792e-16,0,0,0,0,0,0,0,0
5.98,2.5669878251237,0,-3.98413294849532,0.138479858382568,0,-0.134365686872745,-0.100762629998441,0,0.26612660536676,0,0,0,0,0,8.91094443210332e-17,0,0,1.29678092862886e-16,0,0,0,0,0,0,0,0
5.99,2.56836781336334,0,-3.98546332135182,0.137540658617316,0,-0.131711112490419,-0.087041173056768,0,0.264789770624433,0,0,0,0,0,7.75004969800121e-17,0,0,9.80907643955906e-17,0,0,0,0,0,0,0,0
6,2.5697390992966,0,-3.98676721515539,0.136739759292055,0,-0.12906986111468,-0.0731024052798127,0,0.263462039640299,0,0,0,0,0,6.54708090019996e-17,0,0,7.00026625531654e-17,0,0,0,0,0,0,0,0
6.01,2.57110307680706,0,-3.98804476267734,0.136079337599133,0,-0.126441840635934,-0.0589455116340499,0,0.262143627246956,0,0,0,0,0,5.30480478670425e-17,0,0,4.59576652543953e-17,0,0,0,0,0,0,0,0
6.02,2.57246116159077,0,-3.98929609575711,0.135561578828078,0,-0.123826956783256,-0.0445696877354518,0,0.260834750887707,0,0,0,0,0,4.02637132851929e-17,0,0,2.64756598986898e-17,0,0,0,0,0,0,0,0
6.03,2.57381479123675,0,-3.99052134528048,0.135188676258568,0,-0.121225113098001,-0.0299741399557033,0,0.259535630672782,0,0,0,0,0,2.71529654478885e-17,0,0,1.20407538422924e-17,0,0,0,0,0,0,0,0
6.04,2.57516542530629,0,-3.99172064115763,0.134962831052341,0,-0.118636210906851,-0.0151580855284327,0,0.258246489435577,0,0,0,0,0,1.37543802088723e-17,0,0,3.08959244513495e-18,0,0,0,0,0,0,0,0
6.05,2.57651454541127,0,-3.9928941123008,0.134886252144049,0,-0.116060149294303,-0.000120752655437428,0,0.256967552788873,0,0,0,0,0,1.09632635364548e-19,0,0,1.96290305830942e-22,0,0,0,0,0,0,0,0
6.06,2.57786365529132,0,-3.99404188660175,0.13496115613104,0,-0.113496825074598,0.0151386193870869,0,0.255699049181076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.07,2.57921428088988,0,-3.99516409090891,0.135189767162087,0,-0.110946132763078,0.030620780142329,0,0.254441209952437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.08,2.58056797042918,0,-3.99626085100426,0.135574316825049,0,-0.108407964546991,0.0463264678666299,0,0.253194269391286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.09,2.58192629448406,0,-3.99733229157986,0.136117044033472,0,-0.105882210255725,0.0622564094232591,0,0.251958464790262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,2.58329084605463,0,-3.99837853621419,0.136820194912125,0,-0.103368757330488,0.078411320176185,0,0.25073403650254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.11,2.58466324063783,0,-3.99939970734804,0.137686022681479,0,-0.100867490793417,0.0947919038838574,0,0.24952122799806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.12,2.5860451162978,0,-4.0003959262602,0.13871678754112,0,-0.0983782932161321,0.111398852592974,0,0.24832028591976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.13,2.58743813373508,0,-4.00136731304281,0.139914756552098,0,-0.0959010446877253,0.128232846532262,0,0.247131460139801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.14,2.58884397635462,0,-4.00231398657632,0.141282203518218,0,-0.0934356227821873,0.145294554006238,0,0.2459550038158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.15,2.59026435033266,0,-4.00323606450423,0.142821408866267,0,-0.0909819025252694,0.162584631289005,0,0.244791173447054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.16,2.59170098468227,0,-4.00413366320742,0.144534659525179,0,-0.0885397563607884,0.180103722518002,0,0.243640228930776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.17,2.59315563131787,0,-4.00500689777814,0.146424248804135,0,-0.0861090541163645,0.1978524595878,0,0.242502433618321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.18,2.5946300651183,0,-4.0058558819937,0.148492476269606,0,-0.0836896629685999,0.215831462043859,0,0.241378054371415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.19,2.59612608398888,0,-4.00668072828977,0.150741647621329,0,-0.0812814474076928,0.234041336976313,0,0.240267361618384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,2.59764550892205,0,-4.00748154773335,0.153174074567223,0,-0.0788842692014908,0.25248267891374,0,0.239170629410386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.21,2.59919018405686,0,-4.00825844999533,0.155792074697243,0,-0.0764979873589822,0.271156069716939,0,0.238088135477635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.22,2.60076197673713,0,-4.00901154332276,0.158597971356168,0,-0.0741224580932234,0.290062078472698,0,0.237020161285639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.23,2.60236277756838,0,-4.0097409345107,0.161594093515336,0,-0.0717575347837045,0.309201261387576,0,0.235966992091419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.24,2.60399450047341,0,-4.01044672887364,0.164782775643305,0,-0.0694030679381541,0.328574161681673,0,0.234928916999748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.25,2.60565908274667,0,-4.01112903021666,0.168166357575459,0,-0.0670589051537784,0.348181309482404,0,0.233906229019371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.26,2.60735848510727,0,-4.01178794080608,0.171747184382549,0,-0.0647248910779448,0.368023221718279,0,0.232899225119243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.27,2.6090946917506,0,-4.01242356133977,0.175527606238176,0,-0.0624008673682941,0.388100402012663,0,0.231908206284752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.28,2.6108697103988,0,-4.01303599091709,0.179509978285206,0,-0.0600866726522964,0.408413340577568,0,0.230933477573954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.29,2.61268557234968,0,-4.01362532700833,0.183696660501124,0,-0.0577821424862448,0.428962514107417,0,0.229975348173796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,2.61454433252446,0,-4.01419166542382,0.188090017562332,0,-0.0554871093136828,0.44974838567282,0,0.229034131456349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.31,2.61644806951405,0,-4.01473510028257,0.192692418707372,0,-0.0532014024232745,0.470771404614345,0,0.228110145035037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.32,2.61839888562396,0,-4.01525572398055,0.197506237599102,0,-0.0509248479061084,0.492032006436303,0,0.227203710820867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.33,2.62039890691789,0,-4.01575362715847,0.202533852185799,0,-0.0486572686124409,0.513530612700509,0,0.226315155078655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.34,2.62245028325986,0,-4.01622889866913,0.207777644561203,0,-0.0463984841078757,0.535267630920064,0,0.225444808483261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.35,2.62455518835497,0,-4.01668162554442,0.213240000823497,0,-0.0441483106289848,0.557243454453128,0,0.224593006175813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.36,2.62671581978874,0,-4.01711189296172,0.21892331093323,0,-0.0419065610383631,0.579458462396693,0,0.223760087819938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.37,2.628934399065,0,-4.01751978421001,0.224829968570173,0,-0.0396730447791211,0.601913019480359,0,0.222946397657994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.38,2.63121317164237,0,-4.01790538065539,0.230962370989111,0,-0.0374475678288204,0.624607475960108,0,0.222152284567294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.39,2.6335544069693,0,-4.01826876170623,0.237322918874581,0,-0.0352299326528369,0.647542167512073,0,0.221378102116341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4,2.63596039851762,0,-4.01861000477778,0.243914016194537,0,-0.0330199381571743,0.67071741512632,0,0.220624208621052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.41,2.63843346381466,0,-4.01892918525638,0.250738070052962,0,-0.0308173796407056,0.69413352500062,0,0.219890967200993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.42,2.6409759444738,0,-4.01922637646308,0.257797490541415,0,-0.028622048746852,0.717790788434224,0,0.219178745835604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.43,2.64359020622372,0,-4.01950164961694,0.265094690589506,0,-0.0264337334147116,0.741689481721627,0,0.218487917420428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.44,2.6462786389359,0,-4.01975507379762,0.272632085814329,0,-0.024252217829609,0.765829866046358,0,0.217818859823345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.45,2.64904365665084,0,-4.01998671590772,0.280412094368815,0,-0.0220772823730941,0.790212187374745,0,0.217171955940796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.46,2.65188769760258,0,-4.02019664063437,0.288437136789027,0,-0.0199087035723775,0.814836676349694,0,0.216547593754016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.47,2.65481322424182,0,-4.02038491041053,0.296709635840401,0,-0.0177462540491979,0.839703548184453,0,0.215946166385262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.48,2.65782272325741,0,-4.02055158537561,0.305232016362911,0,-0.0155897024681317,0.864813002556401,0,0.215368072154041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.49,2.66091870559632,0,-4.02069672333567,0.314006705115186,0,-0.0134388134843395,0.890165223500811,0,0.214813714633341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,2.66410370648204,0,-4.02082037972305,0.323036130617554,0,-0.0112933476907504,0.915760379304633,0,0.214283502705861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.51,2.66738028543142,0,-4.02092260755551,0.332322722994025,0,-0.00915306156468509,0.941598622400254,0,0.21377785062024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.52,2.67075102626992,0,-4.02100345739473,0.341868913813222,0,-0.00701770741391194,0.967680089259291,0,0.213297178047281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.53,2.67421853714522,0,-4.02106297730445,0.351677135928234,0,-0.00488703332214824,0.994004900286352,0,0.212841910136191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.54,2.67778545053928,0,-4.02110121280787,0.361749823315422,0,-0.00276078309399064,1.02057315971282,0,0.2124124775708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.55,2.6814544232788,0,-4.0211182068446,0.37208941091215,0,-0.000638696199291022,1.0473849554906,0,0.212009316625796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.56,2.68522813654394,0,-4.02111399972706,0.382698334453459,0,0.00147949228303279,1.07444035918595,0,0.211632869222953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.57,2.68910929587553,0,-4.02108862909625,0.393579030307685,0,0.00359405172175209,1.10173942587318,0,0.211283582987361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.58,2.69310063118056,0,-4.02104212987703,0.404733935311005,0,0.00570525599063942,1.12928219402851,0,0.210961911303653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.59,2.69720489673602,0,-4.02097453423273,0.416165486600924,0,0.00781338352634675,1.15706868542376,0,0.210668313372236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,2.7014248711911,0,-4.02088587151927,0.427876121448698,0,0.00991871738684136,1.18509890502019,0,0.210403254265522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.61,2.70576335756767,0,-4.02077616823864,0.439868277090704,0,0.0120215453104102,1.21337284086223,0,0.210167204984153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.62,2.71022318325905,0,-4.02064544799179,0.452144390558736,0,0.0141221597752215,1.2418904639713,0,0.209960642513236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
